java -jar itc2021.jar ITC2021_Middle_1.xml ITC2021_Middle_1Soln.xml -start ITC2021_Middle_1Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle1
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |      11M |        - |    30_5952 |    30_5952 |    7566.43 | *
    |      11M |        - |    28_6023 |    28_6023 |    7573.74 | *
    |      11M |        - |    28_6023 |    28_6023 |    7582.59 | 
    |      11M |        - |    24_6060 |    24_6060 |    7591.29 | *
    |      11M |        - |    24_6051 |    24_6051 |    7591.33 | *
    |      11M |        - |    24_6041 |    24_6041 |    7591.96 | *
    |      11M |        - |    23_6108 |    23_6108 |    7607.15 | *
    |      11M |        - |    23_6103 |    23_6103 |    7607.16 | *
    |      11M |        - |    22_6108 |    22_6108 |    7607.19 | *
    |      11M |        - |    20_6127 |    20_6127 |    7607.27 | *
    |      11M |        - |    20_6122 |    20_6122 |    7607.30 | *
    |      11M |        - |    19_6143 |    19_6143 |    7611.21 | *
    |      11M |        - |    19_6138 |    19_6138 |    7611.29 | *
    |      11M |        - |    17_6148 |    17_6148 |    7611.30 | *
    |      11M |        - |    16_6143 |    16_6143 |    7614.27 | *
    |      11M |        - |    16_6133 |    16_6133 |    7614.34 | *
    |      11M |        - |    16_6133 |    16_6133 |    7633.14 | 
    |      11M |        - |     5_6039 |    16_6133 |    7634.95 | p-3
    | ILS perturbation level=3                      |    7634.95 | 
    |      11M |        - |     5_6039 |    80_6007 |    7634.95 | p-3
    |      11M |        - |    77_6032 |    77_6032 |    7635.10 | *
    |      11M |        - |    77_6030 |    77_6030 |    7635.11 | *
    |      11M |        - |    66_6154 |    66_6154 |    7636.31 | *
    |      11M |        - |    65_6179 |    65_6179 |    7636.32 | *
    |      11M |        - |    53_6178 |    53_6178 |    7636.34 | *
    |      11M |        - |    47_6205 |    47_6205 |    7636.35 | *
    |      11M |        - |    47_6200 |    47_6200 |    7636.37 | *
    |      11M |        - |    45_6226 |    45_6226 |    7636.38 | *
    |      11M |        - |    43_6201 |    43_6201 |    7636.49 | *
    |      11M |        - |    43_6136 |    43_6136 |    7636.54 | *
    |      11M |        - |    41_6141 |    41_6141 |    7636.57 | *
    |      11M |        - |    30_6090 |    30_6090 |    7636.57 | *
    |      11M |        - |    28_6089 |    28_6089 |    7636.57 | *
    |      11M |        - |    22_6095 |    22_6095 |    7636.59 | *
    |      11M |        - |    21_6105 |    21_6105 |    7636.69 | *
    |      11M |        - |    21_6100 |    21_6100 |    7636.71 | *
    |      11M |        - |    21_6085 |    21_6085 |    7636.81 | *
    |      11M |        - |    20_6135 |    20_6135 |    7647.47 | *
    |      11M |        - |     5_6039 |    20_6135 |    7672.71 | p-3
    | ILS perturbation level=3                      |    7672.71 | 
    |      11M |        - |     5_6039 |    70_6054 |    7672.71 | p-3
    |      11M |        - |    69_6055 |    69_6055 |    7672.74 | *
    |      11M |        - |    67_6056 |    67_6056 |    7672.93 | *
    |      11M |        - |    61_6075 |    61_6075 |    7672.93 | *
    |      11M |        - |    61_6046 |    61_6046 |    7672.96 | *
    |      11M |        - |    60_6056 |    60_6056 |    7673.66 | *
    |      11M |        - |    53_6083 |    53_6083 |    7673.96 | *
    |      11M |        - |    51_6163 |    51_6163 |    7674.15 | *
    |      11M |        - |    48_6109 |    48_6109 |    7674.30 | *
    |      11M |        - |    48_6097 |    48_6097 |    7674.30 | *
    |      11M |        - |    47_6209 |    47_6209 |    7677.04 | *
    |      11M |        - |    46_6209 |    46_6209 |    7677.05 | *
    |      11M |        - |    46_6203 |    46_6203 |    7677.13 | *
    |      11M |        - |    44_6174 |    44_6174 |    7682.19 | *
    |      11M |        - |    44_6167 |    44_6167 |    7682.19 | *
    |      11M |        - |    44_6152 |    44_6152 |    7682.21 | *
    |      11M |        - |    43_6158 |    43_6158 |    7682.25 | *
    |      11M |        - |    43_6154 |    43_6154 |    7682.25 | *
    |      11M |        - |    38_6162 |    38_6162 |    7682.44 | *
    |      11M |        - |    37_6166 |    37_6166 |    7682.74 | *
    |      11M |        - |    36_6255 |    36_6255 |    7684.57 | *
    |      11M |        - |    36_6220 |    36_6220 |    7684.91 | *
    |      11M |        - |    36_6205 |    36_6205 |    7686.36 | *
    |      11M |        - |    36_6204 |    36_6204 |    7686.41 | *
    |      11M |        - |    36_6204 |    36_6204 |    7686.80 | 
    |      11M |        - |    34_6363 |    34_6363 |    7711.15 | *
    |      11M |        - |    31_6459 |    31_6459 |    7713.61 | *
    |      11M |        - |    31_6453 |    31_6453 |    7714.16 | *
    |      11M |        - |    30_6313 |    30_6313 |    7714.41 | *
    |      11M |        - |    30_6308 |    30_6308 |    7714.44 | *
    |      11M |        - |    29_6412 |    29_6412 |    7718.74 | *
    |      11M |        - |    29_6386 |    29_6386 |    7721.99 | *
    |      11M |        - |    29_6376 |    29_6376 |    7722.49 | *
    |      11M |        - |    28_6502 |    28_6502 |    7733.57 | *
    |      11M |        - |    27_6468 |    27_6468 |    7742.11 | *
    |      11M |        - |    26_6517 |    26_6517 |    7742.86 | *
    |      11M |        - |    26_6500 |    26_6500 |    7742.99 | *
    |      11M |        - |    25_6570 |    25_6570 |    7742.99 | *
    |      11M |        - |    24_6611 |    24_6611 |    7754.48 | *
    |      11M |        - |    24_6601 |    24_6601 |    7754.48 | *
    |      11M |        - |    24_6531 |    24_6531 |    7754.51 | *
    |      12M |        - |    24_6531 |    24_6531 |    7755.91 | 
    |      12M |        - |    23_6546 |    23_6546 |    7756.43 | *
    |      12M |        - |     5_6039 |    23_6546 |    7777.82 | p-3
    | ILS perturbation level=3                      |    7777.82 | 
    |      12M |        - |     5_6039 |    52_6043 |    7777.82 | p-3
    |      12M |        - |    35_6091 |    35_6091 |    7778.04 | *
    |      12M |        - |    34_6083 |    34_6083 |    7778.18 | *
    |      12M |        - |    12_6061 |    12_6061 |    7778.20 | *
    |      12M |        - |     6_6056 |     6_6056 |    7778.29 | *
    |      12M |        - |     6_6046 |     6_6046 |    7778.32 | *
    |      12M |        - |     6_6026 |     6_6026 |    7778.51 | *
    |      12M |        - |     6_6017 |     6_6017 |    7778.67 | *
    |      12M |        - |     5_6046 |     5_6046 |    7779.75 | *
    |      12M |        - |     5_6042 |     5_6042 |    7779.76 | *
    |      12M |        - |     5_6039 |     5_6039 |    7780.11 | *
    |      12M |        - |     5_6039 |     5_6039 |    7795.58 | 
    |      12M |        - |     5_6039 |     5_6039 |    7805.45 | p-3
    | ILS perturbation level=3                      |    7805.45 | 
    |      12M |        - |     5_6039 |   115_6585 |    7805.45 | p-3
    |      12M |        - |   113_6569 |   113_6569 |    7805.45 | *
    |      12M |        - |   110_6569 |   110_6569 |    7805.45 | *
    |      12M |        - |   109_6564 |   109_6564 |    7805.47 | *
    |      12M |        - |   108_6573 |   108_6573 |    7805.47 | *
    |      12M |        - |   102_6578 |   102_6578 |    7805.47 | *
    |      12M |        - |    98_6579 |    98_6579 |    7805.47 | *
    |      12M |        - |    98_6543 |    98_6543 |    7805.49 | *
    |      12M |        - |    82_6495 |    82_6495 |    7805.49 | *
    |      12M |        - |    79_6501 |    79_6501 |    7805.50 | *
    |      12M |        - |    79_6496 |    79_6496 |    7805.50 | *
    |      12M |        - |    79_6482 |    79_6482 |    7805.52 | *
    |      12M |        - |    77_6486 |    77_6486 |    7806.61 | *
    |      12M |        - |    77_6411 |    77_6411 |    7806.61 | *
    |      12M |        - |    75_6421 |    75_6421 |    7806.63 | *
    |      12M |        - |    75_6415 |    75_6415 |    7806.63 | *
    |      12M |        - |    75_6400 |    75_6400 |    7806.64 | *
    |      12M |        - |    74_6396 |    74_6396 |    7806.66 | *
    |      12M |        - |    74_6291 |    74_6291 |    7806.66 | *
    |      12M |        - |    71_6286 |    71_6286 |    7806.67 | *
    |      12M |        - |    71_6285 |    71_6285 |    7806.67 | *
    |      12M |        - |    65_6300 |    65_6300 |    7806.69 | *
    |      12M |        - |    65_6280 |    65_6280 |    7806.71 | *
    |      12M |        - |    63_6275 |    63_6275 |    7806.71 | *
    |      12M |        - |    61_6290 |    61_6290 |    7806.71 | *
    |      12M |        - |    56_6295 |    56_6295 |    7806.72 | *
    |      12M |        - |    54_6300 |    54_6300 |    7806.74 | *
    |      12M |        - |    54_6299 |    54_6299 |    7806.86 | *
    |      12M |        - |    50_6315 |    50_6315 |    7806.99 | *
    |      12M |        - |    50_6305 |    50_6305 |    7807.03 | *
    |      12M |        - |    50_6301 |    50_6301 |    7808.33 | *
    |      12M |        - |    49_6312 |    49_6312 |    7810.72 | *
    |      12M |        - |    49_6282 |    49_6282 |    7810.72 | *
    |      12M |        - |    49_6278 |    49_6278 |    7810.74 | *
    |      12M |        - |    49_6274 |    49_6274 |    7810.85 | *
    |      12M |        - |    49_6230 |    49_6230 |    7810.86 | *
    |      12M |        - |    49_6225 |    49_6225 |    7810.91 | *
    |      12M |        - |    48_6307 |    48_6307 |    7825.63 | *
    |      12M |        - |    45_6442 |    45_6442 |    7828.24 | *
    |      12M |        - |    45_6432 |    45_6432 |    7828.27 | *
    |      12M |        - |    43_6441 |    43_6441 |    7828.28 | *
    |      12M |        - |    41_6450 |    41_6450 |    7829.05 | *
    |      12M |        - |    39_6389 |    39_6389 |    7836.17 | *
    |      12M |        - |    39_6385 |    39_6385 |    7836.22 | *
    |      12M |        - |    36_6406 |    36_6406 |    7847.99 | *
    |      12M |        - |    36_6386 |    36_6386 |    7849.69 | *
    |      12M |        - |    36_6361 |    36_6361 |    7849.71 | *
    |      12M |        - |    36_6351 |    36_6351 |    7850.05 | *
    |      12M |        - |    35_6386 |    35_6386 |    7850.46 | *
    |      12M |        - |    34_6425 |    34_6425 |    7851.32 | *
    |      12M |        - |    34_6425 |    34_6425 |    7856.39 | 
    |      12M |        - |    33_6560 |    33_6560 |    7862.41 | *
    |      12M |        - |    30_6555 |    30_6555 |    7866.74 | *
    |      12M |        - |    30_6546 |    30_6546 |    7867.46 | *
    |      12M |        - |    27_6536 |    27_6536 |    7871.85 | *
    |      12M |        - |    27_6532 |    27_6532 |    7872.08 | *
    |      12M |        - |    27_6531 |    27_6531 |    7873.30 | *
    |      12M |        - |    26_6521 |    26_6521 |    7873.35 | *
    |      12M |        - |    25_6560 |    25_6560 |    7899.83 | *
    |      12M |        - |    24_6664 |    24_6664 |    7900.74 | *
    |      12M |        - |    24_6654 |    24_6654 |    7901.10 | *
    |      12M |        - |    24_6654 |    24_6654 |    7907.21 | 
    |      12M |        - |     5_6039 |    24_6654 |    7921.00 | p-3
    | ILS perturbation level=3                      |    7921.00 | 
    |      12M |        - |     5_6039 |    50_6117 |    7921.00 | p-3
    |      12M |        - |    35_6119 |    35_6119 |    7921.02 | *
    |      12M |        - |    35_6117 |    35_6117 |    7921.02 | *
    |      12M |        - |    33_6087 |    33_6087 |    7921.04 | *
    |      12M |        - |    29_6077 |    29_6077 |    7921.04 | *
    |      12M |        - |    19_6078 |    19_6078 |    7921.22 | *
    |      12M |        - |    19_6077 |    19_6077 |    7921.36 | *
    |      12M |        - |    15_6077 |    15_6077 |    7921.36 | *
    |      12M |        - |    15_6057 |    15_6057 |    7921.36 | *
    |      12M |        - |    15_6043 |    15_6043 |    7921.38 | *
    |      12M |        - |    15_6040 |    15_6040 |    7921.41 | *
    |      12M |        - |     8_6063 |     8_6063 |    7921.50 | *
    |      12M |        - |     7_6083 |     7_6083 |    7921.60 | *
    |      12M |        - |     5_6043 |     5_6043 |    7921.61 | *
    |      12M |        - |     5_6039 |     5_6039 |    7921.65 | *
    |      12M |        - |     5_6039 |     5_6039 |    7944.17 | 
    |      12M |        - |     5_6039 |     5_6039 |    7951.61 | p-3
    | ILS perturbation level=3                      |    7951.61 | 
    |      12M |        - |     5_6039 |    79_5983 |    7951.61 | p-3
    |      12M |        - |    79_5977 |    79_5977 |    7951.61 | *
    |      12M |        - |    78_6108 |    78_6108 |    7951.61 | *
    |      12M |        - |    71_6096 |    71_6096 |    7951.61 | *
    |      12M |        - |    65_6213 |    65_6213 |    7951.62 | *
    |      12M |        - |    65_6211 |    65_6211 |    7951.62 | *
    |      12M |        - |    65_6206 |    65_6206 |    7951.62 | *
    |      12M |        - |    63_6211 |    63_6211 |    7951.62 | *
    |      12M |        - |    62_6201 |    62_6201 |    7951.64 | *
    |      12M |        - |    59_6204 |    59_6204 |    7951.64 | *
    |      12M |        - |    59_6189 |    59_6189 |    7951.65 | *
    |      12M |        - |    54_6236 |    54_6236 |    7952.43 | *
    |      12M |        - |    53_6201 |    53_6201 |    7953.31 | *
    |      12M |        - |    52_6195 |    52_6195 |    7953.33 | *
    |      12M |        - |    47_6443 |    47_6443 |    7956.61 | *
    |      12M |        - |    46_6333 |    46_6333 |    7956.61 | *
    |      12M |        - |    46_6329 |    46_6329 |    7956.64 | *
    |      12M |        - |    46_6319 |    46_6319 |    7956.67 | *
    |      12M |        - |    46_6318 |    46_6318 |    7956.68 | *
    |      12M |        - |    45_6303 |    45_6303 |    7956.92 | *
    |      12M |        - |    44_6328 |    44_6328 |    7956.93 | *
    |      12M |        - |    40_6384 |    40_6384 |    7957.20 | *
    |      12M |        - |    37_6392 |    37_6392 |    7957.64 | *
    |      12M |        - |    37_6352 |    37_6352 |    7957.65 | *
    |      12M |        - |    35_6286 |    35_6286 |    7958.81 | *
    |      12M |        - |    34_6270 |    34_6270 |    7960.05 | *
    |      12M |        - |    33_6310 |    33_6310 |    7960.09 | *
    |      12M |        - |    32_6362 |    32_6362 |    7963.66 | *
    |      12M |        - |    31_6317 |    31_6317 |    7964.13 | *
    |      12M |        - |    31_6306 |    31_6306 |    7964.71 | *
    |      12M |        - |    31_6291 |    31_6291 |    7964.74 | *
    |      12M |        - |    31_6253 |    31_6253 |    7964.96 | *
    |      12M |        - |    30_6255 |    30_6255 |    7965.03 | *
    |      12M |        - |    29_6269 |    29_6269 |    7965.82 | *
    |      12M |        - |    28_6296 |    28_6296 |    7973.69 | *
    |      12M |        - |    27_6300 |    27_6300 |    7995.60 | *
    |      12M |        - |    27_6280 |    27_6280 |    7995.99 | *
    |      12M |        - |    26_6275 |    26_6275 |    7996.06 | *
    |      12M |        - |    25_6291 |    25_6291 |    7996.68 | *
    |      12M |        - |    23_6364 |    23_6364 |    7998.02 | *
    |      12M |        - |    22_6364 |    22_6364 |    7998.52 | *
    |      12M |        - |    22_6348 |    22_6348 |    7998.81 | *
    |      12M |        - |    22_6348 |    22_6348 |    8002.60 | 
    |      12M |        - |    21_6324 |    21_6324 |    8015.61 | *
    |      12M |        - |    20_6299 |    20_6299 |    8015.81 | *
    |      12M |        - |    18_6317 |    18_6317 |    8019.86 | *
    |      12M |        - |     5_6039 |    18_6317 |    8040.64 | p-3
    | ILS perturbation level=3                      |    8040.64 | 
    |      12M |        - |     5_6039 |    54_6122 |    8040.64 | p-3
    |      12M |        - |    53_6102 |    53_6102 |    8040.66 | *
    |      12M |        - |    53_6093 |    53_6093 |    8040.72 | *
    |      12M |        - |    47_6091 |    47_6091 |    8041.00 | *
    |      12M |        - |    46_6076 |    46_6076 |    8041.03 | *
    |      12M |        - |    16_6043 |    16_6043 |    8042.16 | *
    |      12M |        - |    12_6023 |    12_6023 |    8042.16 | *
    |      12M |        - |     6_6039 |     6_6039 |    8042.17 | *
    |      12M |        - |     5_6039 |     5_6039 |    8042.27 | *
    |      12M |        - |     5_6039 |     5_6039 |    8043.16 | 
    |      12M |        - |     5_6039 |     5_6039 |    8079.76 | 
    |      12M |        - |     5_6039 |     5_6039 |    8094.57 | p-3
    | ILS perturbation level=3                      |    8094.57 | 
    |      12M |        - |     5_6039 |    85_6120 |    8094.57 | p-3
    |      12M |        - |    84_6110 |    84_6110 |    8094.57 | *
    |      12M |        - |    83_6130 |    83_6130 |    8094.57 | *
    |      12M |        - |    54_6196 |    54_6196 |    8094.59 | *
    |      12M |        - |    53_6176 |    53_6176 |    8094.59 | *
    |      12M |        - |    42_6207 |    42_6207 |    8094.71 | *
    |      12M |        - |    42_6172 |    42_6172 |    8094.92 | *
    |      12M |        - |    37_6258 |    37_6258 |    8096.54 | *
    |      12M |        - |    36_6272 |    36_6272 |    8097.25 | *
    |      12M |        - |    36_6262 |    36_6262 |    8097.28 | *
    |      12M |        - |    34_6267 |    34_6267 |    8097.28 | *
    |      12M |        - |    33_6148 |    33_6148 |    8097.50 | *
    |      12M |        - |    33_6138 |    33_6138 |    8097.84 | *
    |      12M |        - |    32_6282 |    32_6282 |    8099.42 | *
    |      12M |        - |    28_6212 |    28_6212 |    8100.65 | *
    |      12M |        - |    27_6213 |    27_6213 |    8100.67 | *
    |      12M |        - |    25_6238 |    25_6238 |    8100.70 | *
    |      12M |        - |    25_6234 |    25_6234 |    8100.71 | *
    |      12M |        - |    24_6133 |    24_6133 |    8109.33 | *
    |      12M |        - |    24_6133 |    24_6133 |    8122.62 | 
    |      12M |        - |     5_6039 |    24_6133 |    8130.29 | p-3
    | ILS perturbation level=3                      |    8130.29 | 
    |      12M |        - |     5_6039 |    83_6264 |    8130.29 | p-3
    |      12M |        - |    82_6284 |    82_6284 |    8130.29 | *
    |      12M |        - |    80_6293 |    80_6293 |    8130.30 | *
    |      12M |        - |    78_6282 |    78_6282 |    8130.30 | *
    |      12M |        - |    74_6382 |    74_6382 |    8130.30 | *
    |      12M |        - |    69_6392 |    69_6392 |    8130.30 | *
    |      12M |        - |    67_6403 |    67_6403 |    8130.30 | *
    |      12M |        - |    58_6409 |    58_6409 |    8130.40 | *
    |      12M |        - |    58_6389 |    58_6389 |    8130.40 | *
    |      12M |        - |    48_6375 |    48_6375 |    8130.52 | *
    |      12M |        - |    47_6429 |    47_6429 |    8130.54 | *
    |      12M |        - |    46_6443 |    46_6443 |    8130.54 | *
    |      12M |        - |    45_6448 |    45_6448 |    8130.54 | *
    |      12M |        - |    43_6443 |    43_6443 |    8130.55 | *
    |      12M |        - |    42_6439 |    42_6439 |    8130.68 | *
    |      12M |        - |    41_6428 |    41_6428 |    8130.94 | *
    |      12M |        - |    40_6423 |    40_6423 |    8130.97 | *
    |      12M |        - |    40_6413 |    40_6413 |    8131.00 | *
    |      12M |        - |    40_6408 |    40_6408 |    8131.04 | *
    |      12M |        - |    36_6351 |    36_6351 |    8132.00 | *
    |      12M |        - |    35_6361 |    35_6361 |    8132.00 | *
    |      12M |        - |    33_6476 |    33_6476 |    8132.02 | *
    |      12M |        - |    31_6476 |    31_6476 |    8132.04 | *
    |      12M |        - |    27_6451 |    27_6451 |    8132.19 | *
    |      12M |        - |    25_6495 |    25_6495 |    8132.32 | *
    |      12M |        - |    22_6449 |    22_6449 |    8132.46 | *
    |      12M |        - |    22_6404 |    22_6404 |    8132.76 | *
    |      12M |        - |    22_6369 |    22_6369 |    8153.98 | *
    |      12M |        - |    21_6313 |    21_6313 |    8155.65 | *
    |      12M |        - |    21_6313 |    21_6313 |    8164.78 | 
    |      12M |        - |    19_6317 |    19_6317 |    8165.92 | *
    |      12M |        - |    18_6397 |    18_6397 |    8181.61 | *
    |      12M |        - |     5_6039 |    18_6397 |    8200.38 | p-3
    | ILS perturbation level=3                      |    8200.38 | 
    |      12M |        - |     5_6039 |    76_6235 |    8200.38 | p-3
    |      12M |        - |    74_6241 |    74_6241 |    8200.38 | *
    |      12M |        - |    59_6383 |    59_6383 |    8207.80 | *
    |      12M |        - |    59_6373 |    59_6373 |    8207.80 | *
    |      12M |        - |    59_6348 |    59_6348 |    8208.15 | *
    |      12M |        - |    59_6328 |    59_6328 |    8208.69 | *
    |      12M |        - |    56_6253 |    56_6253 |    8208.71 | *
    |      12M |        - |    53_6263 |    53_6263 |    8208.77 | *
    |      12M |        - |    53_6253 |    53_6253 |    8208.93 | *
    |      12M |        - |    50_6199 |    50_6199 |    8216.12 | *
    |      12M |        - |    49_6225 |    49_6225 |    8216.74 | *
    |      12M |        - |    49_6214 |    49_6214 |    8217.15 | *
    |      12M |        - |    48_6239 |    48_6239 |    8217.87 | *
    |      13M |        - |    48_6239 |    48_6239 |    8225.48 | 
    |      13M |        - |    47_6205 |    47_6205 |    8230.31 | *
    |      13M |        - |    43_6094 |    43_6094 |    8232.06 | *
    |      13M |        - |    43_6064 |    43_6064 |    8232.45 | *
    |      13M |        - |    42_6093 |    42_6093 |    8232.92 | *
    |      13M |        - |    39_6108 |    39_6108 |    8232.95 | *
    |      13M |        - |    39_6063 |    39_6063 |    8232.97 | *
    |      13M |        - |    39_6048 |    39_6048 |    8232.98 | *
    |      13M |        - |    39_6038 |    39_6038 |    8233.15 | *
    |      13M |        - |    38_6043 |    38_6043 |    8233.78 | *
    |      13M |        - |    36_6023 |    36_6023 |    8234.54 | *
    |      13M |        - |    33_6031 |    33_6031 |    8234.75 | *
    |      13M |        - |    33_6021 |    33_6021 |    8234.75 | *
    |      13M |        - |    32_6041 |    32_6041 |    8235.08 | *
    |      13M |        - |    31_5986 |    31_5986 |    8236.30 | *
    |      13M |        - |    30_6026 |    30_6026 |    8236.59 | *
    |      13M |        - |    29_6080 |    29_6080 |    8249.66 | *
    |      13M |        - |    29_6065 |    29_6065 |    8249.66 | *
    |      13M |        - |    28_6090 |    28_6090 |    8250.03 | *
    |      13M |        - |    28_6090 |    28_6090 |    8270.96 | 
    |      13M |        - |     5_6039 |    28_6090 |    8271.15 | p-3
    | ILS perturbation level=3                      |    8271.15 | 
    |      13M |        - |     5_6039 |    94_5824 |    8271.15 | p-3
    |      13M |        - |    88_5819 |    88_5819 |    8271.15 | *
    |      13M |        - |    88_5810 |    88_5810 |    8271.15 | *
    |      13M |        - |    86_5815 |    86_5815 |    8271.16 | *
    |      13M |        - |    83_5820 |    83_5820 |    8271.18 | *
    |      13M |        - |    72_5823 |    72_5823 |    8271.74 | *
    |      13M |        - |    70_5814 |    70_5814 |    8271.76 | *
    |      13M |        - |    68_5811 |    68_5811 |    8271.76 | *
    |      13M |        - |    63_5817 |    63_5817 |    8271.77 | *
    |      13M |        - |    62_5812 |    62_5812 |    8271.83 | *
    |      13M |        - |    61_5812 |    61_5812 |    8271.83 | *
    |      13M |        - |    59_5811 |    59_5811 |    8271.86 | *
    |      13M |        - |    57_5821 |    57_5821 |    8271.88 | *
    |      13M |        - |    56_5837 |    56_5837 |    8271.97 | *
    |      13M |        - |    55_5866 |    55_5866 |    8272.72 | *
    |      13M |        - |    54_5856 |    54_5856 |    8273.88 | *
    |      13M |        - |    54_5840 |    54_5840 |    8275.01 | *
    |      13M |        - |    41_5935 |    41_5935 |    8276.30 | *
    |      13M |        - |    40_5960 |    40_5960 |    8276.38 | *
    |      13M |        - |    40_5950 |    40_5950 |    8276.40 | *
    |      13M |        - |    37_5950 |    37_5950 |    8276.60 | *
    |      13M |        - |    36_6156 |    36_6156 |    8279.85 | *
    |      13M |        - |    35_6176 |    35_6176 |    8279.85 | *
    |      13M |        - |    33_6176 |    33_6176 |    8279.97 | *
    |      13M |        - |    32_6176 |    32_6176 |    8279.97 | *
    |      13M |        - |    32_6166 |    32_6166 |    8280.18 | *
    |      13M |        - |    32_6156 |    32_6156 |    8280.54 | *
    |      13M |        - |    32_6071 |    32_6071 |    8280.80 | *
    |      13M |        - |    30_6066 |    30_6066 |    8281.07 | *
    |      13M |        - |     5_6039 |    30_6066 |    8303.34 | p-3
    | ILS perturbation level=3                      |    8303.34 | 
    |      13M |        - |     5_6039 |    85_6265 |    8303.34 | p-3
    |      13M |        - |    82_6265 |    82_6265 |    8303.36 | *
    |      13M |        - |    82_6257 |    82_6257 |    8303.36 | *
    |      13M |        - |    81_6232 |    81_6232 |    8303.36 | *
    |      13M |        - |    79_6232 |    79_6232 |    8303.37 | *
    |      13M |        - |    79_6222 |    79_6222 |    8304.78 | *
    |      13M |        - |    79_6219 |    79_6219 |    8304.79 | *
    |      13M |        - |    77_6195 |    77_6195 |    8304.79 | *
    |      13M |        - |    76_6188 |    76_6188 |    8304.81 | *
    |      13M |        - |    56_6081 |    56_6081 |    8304.82 | *
    |      13M |        - |    53_6086 |    53_6086 |    8304.84 | *
    |      13M |        - |    51_6111 |    51_6111 |    8304.84 | *
    |      13M |        - |    49_6126 |    49_6126 |    8304.84 | *
    |      13M |        - |    45_6126 |    45_6126 |    8305.00 | *
    |      13M |        - |    45_6086 |    45_6086 |    8305.03 | *
    |      13M |        - |    44_6111 |    44_6111 |    8305.03 | *
    |      13M |        - |    40_6108 |    40_6108 |    8305.18 | *
    |      13M |        - |    38_6118 |    38_6118 |    8305.73 | *
    |      13M |        - |    37_6158 |    37_6158 |    8305.73 | *
    |      13M |        - |    37_6149 |    37_6149 |    8306.86 | *
    |      13M |        - |    34_6165 |    34_6165 |    8308.37 | *
    |      13M |        - |    31_6166 |    31_6166 |    8311.97 | *
    |      13M |        - |    31_6156 |    31_6156 |    8312.36 | *
    |      13M |        - |    30_6156 |    30_6156 |    8314.90 | *
    |      13M |        - |    28_6073 |    28_6073 |    8328.08 | *
    |      13M |        - |    28_6072 |    28_6072 |    8328.11 | *
    |      13M |        - |    28_6067 |    28_6067 |    8328.22 | *
    |      13M |        - |    28_6062 |    28_6062 |    8328.27 | *
    |      13M |        - |    27_6041 |    27_6041 |    8330.47 | *
    |      13M |        - |    27_6021 |    27_6021 |    8330.88 | *
    |      13M |        - |    27_6021 |    27_6021 |    8332.07 | 
    |      13M |        - |    26_6105 |    26_6105 |    8343.83 | *
    |      13M |        - |    26_6100 |    26_6100 |    8343.93 | *
    |      13M |        - |    24_5985 |    24_5985 |    8347.30 | *
    |      13M |        - |    24_5979 |    24_5979 |    8347.44 | *
    |      13M |        - |    23_5974 |    23_5974 |    8347.79 | *
    |      13M |        - |     5_6039 |    23_5974 |    8366.21 | p-3
    | ILS perturbation level=3                      |    8366.21 | 
    |      13M |        - |     5_6039 |    33_6019 |    8366.21 | p-3
    |      13M |        - |    33_6004 |    33_6004 |    8366.21 | *
    |      13M |        - |    22_5999 |    22_5999 |    8366.50 | *
    |      13M |        - |    21_6089 |    21_6089 |    8367.13 | *
    |      13M |        - |    18_6214 |    18_6214 |    8370.86 | *
    |      13M |        - |    18_6203 |    18_6203 |    8371.38 | *
    |      13M |        - |    17_6240 |    17_6240 |    8372.19 | *
    |      13M |        - |    15_6244 |    15_6244 |    8372.33 | *
    |      13M |        - |    15_6239 |    15_6239 |    8373.60 | *
    |      13M |        - |    15_6239 |    15_6239 |    8376.33 | 
    |      13M |        - |     5_6039 |    15_6239 |    8392.36 | p-3
    | ILS perturbation level=3                      |    8392.36 | 
    |      13M |        - |     5_6039 |    87_6100 |    8392.36 | p-3
    |      13M |        - |    86_6140 |    86_6140 |    8392.36 | *
    |      13M |        - |    83_6175 |    83_6175 |    8392.36 | *
    |      13M |        - |    83_6165 |    83_6165 |    8392.36 | *
    |      13M |        - |    81_6170 |    81_6170 |    8392.38 | *
    |      13M |        - |    76_6231 |    76_6231 |    8392.40 | *
    |      13M |        - |    73_6225 |    73_6225 |    8392.51 | *
    |      13M |        - |    71_6237 |    71_6237 |    8392.52 | *
    |      13M |        - |    69_6252 |    69_6252 |    8392.52 | *
    |      13M |        - |    64_6241 |    64_6241 |    8393.31 | *
    |      13M |        - |    64_6238 |    64_6238 |    8393.31 | *
    |      13M |        - |    62_6236 |    62_6236 |    8393.34 | *
    |      13M |        - |    62_6234 |    62_6234 |    8393.34 | *
    |      13M |        - |    62_6230 |    62_6230 |    8393.36 | *
    |      13M |        - |    51_6119 |    51_6119 |    8393.90 | *
    |      13M |        - |    51_6109 |    51_6109 |    8393.90 | *
    |      13M |        - |    51_6102 |    51_6102 |    8393.96 | *
    |      13M |        - |    50_6102 |    50_6102 |    8393.97 | *
