java -jar itc2021.jar ITC2021_Middle_2.xml ITC2021_Middle_2Soln.xml -start ITC2021_Middle_2Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle2
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |    9188K |        - |    28_7327 |    28_7327 |    6968.46 | *
    |    9189K |        - |    26_7337 |    26_7337 |    6968.71 | *
    |    9189K |        - |    26_7331 |    26_7331 |    6968.73 | *
    |    9189K |        - |    26_7326 |    26_7326 |    6968.90 | *
    |    9189K |        - |    24_7273 |    24_7273 |    6968.96 | *
    |    9192K |        - |    23_7288 |    23_7288 |    6970.26 | *
    |    9200K |        - |    17_7353 |    17_7353 |    6975.12 | *
    |    9200K |        - |    17_7353 |    17_7353 |    6975.18 | 
    |    9239K |        - |    17_7328 |    17_7328 |    6993.00 | *
    |    9289K |        - |    17_7328 |    17_7328 |    7014.99 | p-2
    | ILS perturbation level=2                      |    7014.99 | 
    |    9289K |        - |    17_7328 |    69_7632 |    7014.99 | p-2
    |    9289K |        - |    67_7576 |    67_7576 |    7015.10 | *
    |    9289K |        - |    61_7566 |    61_7566 |    7015.11 | *
    |    9290K |        - |    47_7435 |    47_7435 |    7015.55 | *
    |    9290K |        - |    45_7440 |    45_7440 |    7016.15 | *
    |    9290K |        - |    44_7453 |    44_7453 |    7016.32 | *
    |    9294K |        - |    43_7462 |    43_7462 |    7017.86 | *
    |    9295K |        - |    41_7445 |    41_7445 |    7019.32 | *
    |    9295K |        - |    40_7465 |    40_7465 |    7019.46 | *
    |    9296K |        - |    39_7555 |    39_7555 |    7019.99 | *
    |    9297K |        - |    39_7345 |    39_7345 |    7020.02 | *
    |    9298K |        - |    39_7325 |    39_7325 |    7021.85 | *
    |    9300K |        - |    39_7325 |    39_7325 |    7022.54 | 
    |    9305K |        - |    36_7331 |    36_7331 |    7024.65 | *
    |    9305K |        - |    36_7321 |    36_7321 |    7024.65 | *
    |    9305K |        - |    35_7336 |    35_7336 |    7024.65 | *
    |    9328K |        - |    32_7346 |    32_7346 |    7034.39 | *
    |    9378K |        - |    17_7328 |    32_7346 |    7060.88 | p-2
    | ILS perturbation level=2                      |    7060.88 | 
    |    9378K |        - |    17_7328 |    72_7435 |    7060.88 | p-2
    |    9378K |        - |    58_7431 |    58_7431 |    7060.88 | *
    |    9378K |        - |    53_7436 |    53_7436 |    7060.91 | *
    |    9378K |        - |    51_7587 |    51_7587 |    7061.02 | *
    |    9378K |        - |    50_7577 |    50_7577 |    7061.04 | *
    |    9378K |        - |    48_7576 |    48_7576 |    7061.21 | *
    |    9379K |        - |    47_7577 |    47_7577 |    7061.57 | *
    |    9379K |        - |    44_7602 |    44_7602 |    7061.58 | *
    |    9380K |        - |    44_7432 |    44_7432 |    7062.30 | *
    |    9390K |        - |    43_7421 |    43_7421 |    7069.83 | *
    |    9392K |        - |    41_7502 |    41_7502 |    7074.93 | *
    |    9393K |        - |    39_7551 |    39_7551 |    7075.97 | *
    |    9394K |        - |    39_7497 |    39_7497 |    7077.12 | *
    |    9394K |        - |    39_7492 |    39_7492 |    7077.27 | *
    |    9400K |        - |    39_7492 |    39_7492 |    7079.33 | 
    |    9423K |        - |    38_7606 |    38_7606 |    7092.98 | *
    |    9423K |        - |    37_7726 |    37_7726 |    7092.99 | *
    |    9423K |        - |    37_7711 |    37_7711 |    7093.11 | *
    |    9423K |        - |    37_7708 |    37_7708 |    7093.17 | *
    |    9425K |        - |    37_7703 |    37_7703 |    7094.24 | *
    |    9426K |        - |    37_7678 |    37_7678 |    7094.55 | *
    |    9433K |        - |    35_7752 |    35_7752 |    7098.34 | *
    |    9483K |        - |    17_7328 |    35_7752 |    7121.60 | p-2
    | ILS perturbation level=2                      |    7121.60 | 
    |    9483K |        - |    17_7328 |    51_7009 |    7121.60 | p-2
    |    9484K |        - |    49_7004 |    49_7004 |    7121.66 | *
    |    9484K |        - |    48_7098 |    48_7098 |    7121.67 | *
    |    9484K |        - |    42_7133 |    42_7133 |    7121.69 | *
    |    9484K |        - |    38_7163 |    38_7163 |    7121.74 | *
    |    9484K |        - |    31_7387 |    31_7387 |    7121.74 | *
    |    9484K |        - |    31_7303 |    31_7303 |    7121.77 | *
    |    9484K |        - |    25_7283 |    25_7283 |    7121.77 | *
    |    9487K |        - |    23_7313 |    23_7313 |    7123.08 | *
    |    9500K |        - |    23_7313 |    23_7313 |    7127.79 | 
    |    9519K |        - |    18_7358 |    18_7358 |    7135.93 | *
    |    9520K |        - |    17_7353 |    17_7353 |    7136.02 | *
    |    9529K |        - |    17_7328 |    17_7328 |    7140.13 | *
    |    9579K |        - |    17_7328 |    17_7328 |    7161.19 | p-2
    | ILS perturbation level=2                      |    7161.19 | 
    |    9579K |        - |    17_7328 |    83_7434 |    7161.19 | p-2
    |    9579K |        - |    83_7415 |    83_7415 |    7161.19 | *
    |    9579K |        - |    65_7381 |    65_7381 |    7162.30 | *
    |    9580K |        - |    64_7387 |    64_7387 |    7162.33 | *
    |    9580K |        - |    64_7386 |    64_7386 |    7162.46 | *
    |    9580K |        - |    62_7417 |    62_7417 |    7162.47 | *
    |    9580K |        - |    58_7411 |    58_7411 |    7162.52 | *
    |    9580K |        - |    57_7405 |    57_7405 |    7162.54 | *
    |    9580K |        - |    55_7420 |    55_7420 |    7162.55 | *
    |    9580K |        - |    53_7404 |    53_7404 |    7162.88 | *
    |    9581K |        - |    53_7359 |    53_7359 |    7162.94 | *
    |    9581K |        - |    52_7378 |    52_7378 |    7162.94 | *
    |    9581K |        - |    52_7364 |    52_7364 |    7163.10 | *
    |    9581K |        - |    51_7373 |    51_7373 |    7163.13 | *
    |    9581K |        - |    51_7372 |    51_7372 |    7163.16 | *
    |    9584K |        - |    45_7427 |    45_7427 |    7164.82 | *
    |    9584K |        - |    43_7409 |    43_7409 |    7165.04 | *
    |    9584K |        - |    42_7395 |    42_7395 |    7165.08 | *
    |    9584K |        - |    42_7385 |    42_7385 |    7165.11 | *
    |    9584K |        - |    42_7370 |    42_7370 |    7165.13 | *
    |    9589K |        - |    41_7536 |    41_7536 |    7168.71 | *
    |    9590K |        - |    41_7521 |    41_7521 |    7169.49 | *
    |    9600K |        - |    41_7521 |    41_7521 |    7174.74 | 
    |    9607K |        - |    40_7416 |    40_7416 |    7179.30 | *
    |    9623K |        - |    39_7537 |    39_7537 |    7192.86 | *
    |    9623K |        - |    39_7536 |    39_7536 |    7192.94 | *
    |    9623K |        - |    36_7546 |    36_7546 |    7192.96 | *
    |    9623K |        - |    36_7457 |    36_7457 |    7192.99 | *
    |    9625K |        - |    35_7460 |    35_7460 |    7194.64 | *
    |    9625K |        - |    33_7493 |    33_7493 |    7194.66 | *
    |    9625K |        - |    33_7438 |    33_7438 |    7194.71 | *
    |    9625K |        - |    33_7434 |    33_7434 |    7194.85 | *
    |    9626K |        - |    33_7369 |    33_7369 |    7195.16 | *
    |    9626K |        - |    33_7364 |    33_7364 |    7195.18 | *
    |    9626K |        - |    32_7379 |    32_7379 |    7195.32 | *
    |    9676K |        - |    17_7328 |    32_7379 |    7219.33 | p-2
    | ILS perturbation level=2                      |    7219.33 | 
    |    9676K |        - |    17_7328 |    69_7373 |    7219.33 | p-2
    |    9676K |        - |    67_7381 |    67_7381 |    7219.33 | *
    |    9676K |        - |    65_7400 |    65_7400 |    7219.34 | *
    |    9676K |        - |    65_7360 |    65_7360 |    7219.36 | *
    |    9676K |        - |    62_7440 |    62_7440 |    7219.48 | *
    |    9676K |        - |    59_7421 |    59_7421 |    7219.50 | *
    |    9676K |        - |    49_7382 |    49_7382 |    7219.51 | *
    |    9676K |        - |    47_7372 |    47_7372 |    7219.83 | *
    |    9677K |        - |    44_7363 |    44_7363 |    7219.93 | *
    |    9677K |        - |    35_7344 |    35_7344 |    7219.93 | *
    |    9677K |        - |    31_7339 |    31_7339 |    7219.95 | *
    |    9677K |        - |    31_7319 |    31_7319 |    7219.95 | *
    |    9678K |        - |    26_7309 |    26_7309 |    7221.82 | *
    |    9678K |        - |    25_7304 |    25_7304 |    7221.84 | *
    |    9679K |        - |    24_7299 |    24_7299 |    7222.09 | *
    |    9679K |        - |    21_7308 |    21_7308 |    7222.20 | *
    |    9679K |        - |    21_7303 |    21_7303 |    7222.33 | *
    |    9679K |        - |    20_7298 |    20_7298 |    7222.56 | *
    |    9679K |        - |    17_7328 |    17_7328 |    7222.59 | *
    |    9700K |        - |    17_7328 |    17_7328 |    7231.28 | 
    |    9729K |        - |    17_7328 |    17_7328 |    7243.59 | p-2
    | ILS perturbation level=2                      |    7243.59 | 
    |    9729K |        - |    17_7328 |   116_7342 |    7243.59 | p-2
    |    9729K |        - |   111_7317 |   111_7317 |    7243.59 | *
    |    9729K |        - |   110_7302 |   110_7302 |    7243.61 | *
    |    9729K |        - |   109_7313 |   109_7313 |    7243.63 | *
    |    9729K |        - |   104_7305 |   104_7305 |    7243.63 | *
    |    9729K |        - |   103_7374 |   103_7374 |    7243.63 | *
    |    9729K |        - |    92_7368 |    92_7368 |    7243.63 | *
    |    9729K |        - |    92_7274 |    92_7274 |    7243.75 | *
    |    9729K |        - |    89_7314 |    89_7314 |    7243.77 | *
    |    9729K |        - |    83_7314 |    83_7314 |    7243.78 | *
    |    9729K |        - |    82_7484 |    82_7484 |    7243.78 | *
    |    9729K |        - |    79_7504 |    79_7504 |    7243.78 | *
    |    9730K |        - |    76_7486 |    76_7486 |    7243.94 | *
    |    9730K |        - |    73_7466 |    73_7466 |    7243.96 | *
    |    9730K |        - |    71_7471 |    71_7471 |    7243.97 | *
    |    9730K |        - |    61_7406 |    61_7406 |    7244.08 | *
    |    9730K |        - |    59_7386 |    59_7386 |    7244.08 | *
    |    9730K |        - |    57_7377 |    57_7377 |    7244.08 | *
    |    9730K |        - |    57_7357 |    57_7357 |    7244.10 | *
    |    9731K |        - |    55_7362 |    55_7362 |    7244.21 | *
    |    9731K |        - |    54_7382 |    54_7382 |    7244.22 | *
    |    9731K |        - |    50_7367 |    50_7367 |    7244.22 | *
    |    9731K |        - |    50_7356 |    50_7356 |    7244.25 | *
    |    9731K |        - |    48_7429 |    48_7429 |    7244.72 | *
    |    9732K |        - |    47_7394 |    47_7394 |    7244.77 | *
    |    9732K |        - |    45_7503 |    45_7503 |    7247.88 | *
    |    9732K |        - |    43_7573 |    43_7573 |    7247.88 | *
    |    9759K |        - |    42_7524 |    42_7524 |    7264.27 | *
    |    9759K |        - |    41_7529 |    41_7529 |    7264.44 | *
    |    9769K |        - |    40_7275 |    40_7275 |    7272.73 | *
    |    9800K |        - |    40_7275 |    40_7275 |    7288.73 | 
    |    9811K |        - |    39_7410 |    39_7410 |    7296.45 | *
    |    9811K |        - |    39_7355 |    39_7355 |    7296.48 | *
    |    9812K |        - |    38_7265 |    38_7265 |    7296.50 | *
    |    9862K |        - |    17_7328 |    38_7265 |    7326.00 | p-2
    | ILS perturbation level=2                      |    7326.00 | 
    |    9862K |        - |    17_7328 |   104_7136 |    7326.00 | p-2
    |    9862K |        - |   102_7146 |   102_7146 |    7326.02 | *
    |    9862K |        - |    81_7273 |    81_7273 |    7326.64 | *
    |    9862K |        - |    76_7268 |    76_7268 |    7326.64 | *
    |    9862K |        - |    76_7249 |    76_7249 |    7326.64 | *
    |    9862K |        - |    75_7234 |    75_7234 |    7326.64 | *
    |    9862K |        - |    75_7179 |    75_7179 |    7326.68 | *
    |    9862K |        - |    72_7179 |    72_7179 |    7326.72 | *
    |    9862K |        - |    70_7194 |    70_7194 |    7326.94 | *
    |    9863K |        - |    67_7255 |    67_7255 |    7327.16 | *
    |    9863K |        - |    66_7304 |    66_7304 |    7328.27 | *
    |    9863K |        - |    65_7335 |    65_7335 |    7328.28 | *
    |    9863K |        - |    65_7325 |    65_7325 |    7328.30 | *
    |    9863K |        - |    57_7257 |    57_7257 |    7328.86 | *
    |    9863K |        - |    56_7252 |    56_7252 |    7328.86 | *
    |    9864K |        - |    55_7243 |    55_7243 |    7328.91 | *
    |    9864K |        - |    48_7243 |    48_7243 |    7329.69 | *
    |    9866K |        - |    46_7088 |    46_7088 |    7330.33 | *
    |    9866K |        - |    45_7138 |    45_7138 |    7330.33 | *
    |    9866K |        - |    45_7088 |    45_7088 |    7330.41 | *
    |    9866K |        - |    44_7103 |    44_7103 |    7330.52 | *
    |    9866K |        - |    44_7089 |    44_7089 |    7330.57 | *
    |    9872K |        - |    43_6954 |    43_6954 |    7335.48 | *
    |    9873K |        - |    43_6919 |    43_6919 |    7335.48 | *
    |    9879K |        - |    41_7044 |    41_7044 |    7340.24 | *
    |    9880K |        - |    39_6996 |    39_6996 |    7340.26 | *
    |    9881K |        - |    37_7216 |    37_7216 |    7340.79 | *
    |    9881K |        - |    37_7156 |    37_7156 |    7340.81 | *
    |    9900K |        - |    37_7156 |    37_7156 |    7350.84 | 
    |    9926K |        - |    36_7054 |    36_7054 |    7361.97 | *
    |    9926K |        - |    34_7059 |    34_7059 |    7362.03 | *
    |    9976K |        - |    17_7328 |    34_7059 |    7383.58 | p-2
    | ILS perturbation level=2                      |    7383.58 | 
    |    9976K |        - |    17_7328 |    68_7260 |    7383.60 | p-2
    |    9976K |        - |    66_7290 |    66_7290 |    7383.69 | *
    |    9976K |        - |    64_7280 |    64_7280 |    7383.70 | *
    |    9976K |        - |    25_7355 |    25_7355 |    7383.70 | *
    |    9976K |        - |    23_7355 |    23_7355 |    7383.81 | *
    |    9977K |        - |    22_7355 |    22_7355 |    7383.89 | *
    |    9977K |        - |    17_7358 |    17_7358 |    7383.92 | *
    |    9977K |        - |    17_7353 |    17_7353 |    7383.97 | *
    |      10M |        - |    17_7353 |    17_7353 |    7391.68 | 
    |      10M |        - |    17_7328 |    17_7328 |    7403.00 | *
    |      10M |        - |    17_7328 |    17_7328 |    7424.87 | p-2
    | ILS perturbation level=2                      |    7424.87 | 
    |      10M |        - |    17_7328 |    76_7233 |    7424.87 | p-2
    |      10M |        - |    75_7218 |    75_7218 |    7424.87 | *
    |      10M |        - |    73_7171 |    73_7171 |    7425.39 | *
    |      10M |        - |    68_7193 |    68_7193 |    7426.87 | *
    |      10M |        - |    63_7188 |    63_7188 |    7426.98 | *
    |      10M |        - |    63_7173 |    63_7173 |    7426.98 | *
    |      10M |        - |    59_7178 |    59_7178 |    7427.00 | *
    |      10M |        - |    56_7193 |    56_7193 |    7427.51 | *
    |      10M |        - |    49_7169 |    49_7169 |    7429.79 | *
    |      10M |        - |    48_7073 |    48_7073 |    7430.25 | *
    |      10M |        - |    47_7053 |    47_7053 |    7430.25 | *
    |      10M |        - |    45_7063 |    45_7063 |    7430.31 | *
    |      10M |        - |    44_6992 |    44_6992 |    7431.39 | *
    |      10M |        - |    43_7004 |    43_7004 |    7432.20 | *
    |      10M |        - |    43_6999 |    43_6999 |    7432.78 | *
    |      10M |        - |    40_6969 |    40_6969 |    7440.89 | *
    |      10M |        - |    39_6998 |    39_6998 |    7441.69 | *
    |      10M |        - |    39_6998 |    39_6998 |    7444.59 | 
    |      10M |        - |    36_7051 |    36_7051 |    7454.79 | *
    |      10M |        - |    35_7134 |    35_7134 |    7481.41 | *
    |      10M |        - |    35_7113 |    35_7113 |    7481.55 | *
    |      10M |        - |    35_7113 |    35_7113 |    7497.61 | 
    |      10M |        - |    17_7328 |    35_7113 |    7504.44 | p-2
    | ILS perturbation level=2                      |    7504.44 | 
    |      10M |        - |    17_7328 |    66_7184 |    7504.44 | p-2
    |      10M |        - |    63_7324 |    63_7324 |    7504.44 | *
    |      10M |        - |    33_7413 |    33_7413 |    7504.44 | *
    |      10M |        - |    32_7412 |    32_7412 |    7504.44 | *
    |      10M |        - |    29_7442 |    29_7442 |    7505.00 | *
    |      10M |        - |    27_7337 |    27_7337 |    7505.04 | *
    |      10M |        - |    27_7282 |    27_7282 |    7505.05 | *
    |      10M |        - |    25_7312 |    25_7312 |    7505.25 | *
    |      10M |        - |    23_7313 |    23_7313 |    7505.68 | *
    |      10M |        - |    17_7328 |    23_7313 |    7526.29 | p-2
    | ILS perturbation level=2                      |    7526.29 | 
    |      10M |        - |    17_7328 |   102_7291 |    7526.29 | p-2
    |      10M |        - |    96_7274 |    96_7274 |    7526.31 | *
    |      10M |        - |    95_7270 |    95_7270 |    7526.31 | *
    |      10M |        - |    91_7275 |    91_7275 |    7526.31 | *
    |      10M |        - |    91_7270 |    91_7270 |    7526.33 | *
    |      10M |        - |    80_7272 |    80_7272 |    7527.81 | *
    |      10M |        - |    71_7343 |    71_7343 |    7527.87 | *
    |      10M |        - |    57_7333 |    57_7333 |    7527.89 | *
    |      10M |        - |    52_7342 |    52_7342 |    7528.51 | *
    |      10M |        - |    49_7381 |    49_7381 |    7528.80 | *
    |      10M |        - |    49_7346 |    49_7346 |    7528.80 | *
    |      10M |        - |    48_7341 |    48_7341 |    7529.02 | *
    |      10M |        - |    47_7305 |    47_7305 |    7529.02 | *
    |      10M |        - |    44_7316 |    44_7316 |    7529.42 | *
    |      10M |        - |    41_7259 |    41_7259 |    7534.46 | *
    |      10M |        - |    40_7303 |    40_7303 |    7535.06 | *
    |      10M |        - |    40_7303 |    40_7303 |    7547.96 | 
    |      10M |        - |    17_7328 |    40_7303 |    7560.01 | p-2
    | ILS perturbation level=2                      |    7560.01 | 
    |      10M |        - |    17_7328 |   120_7427 |    7560.01 | p-2
    |      10M |        - |   119_7658 |   119_7658 |    7560.01 | *
    |      10M |        - |   118_7658 |   118_7658 |    7560.01 | *
    |      10M |        - |   117_7743 |   117_7743 |    7560.03 | *
    |      10M |        - |   115_7748 |   115_7748 |    7560.03 | *
    |      10M |        - |   112_7731 |   112_7731 |    7560.03 | *
    |      10M |        - |   109_7745 |   109_7745 |    7560.05 | *
    |      10M |        - |   106_7759 |   106_7759 |    7560.05 | *
    |      10M |        - |   103_7570 |   103_7570 |    7560.05 | *
    |      10M |        - |    99_7576 |    99_7576 |    7560.06 | *
    |      10M |        - |    95_7556 |    95_7556 |    7560.06 | *
    |      10M |        - |    91_7561 |    91_7561 |    7560.17 | *
    |      10M |        - |    84_7536 |    84_7536 |    7560.19 | *
    |      10M |        - |    84_7434 |    84_7434 |    7560.20 | *
    |      10M |        - |    80_7410 |    80_7410 |    7562.50 | *
    |      10M |        - |    77_7470 |    77_7470 |    7562.80 | *
    |      10M |        - |    57_7544 |    57_7544 |    7562.81 | *
    |      10M |        - |    55_7539 |    55_7539 |    7562.83 | *
    |      10M |        - |    55_7529 |    55_7529 |    7562.83 | *
    |      10M |        - |    52_7540 |    52_7540 |    7562.84 | *
    |      10M |        - |    46_7510 |    46_7510 |    7562.84 | *
    |      10M |        - |    46_7345 |    46_7345 |    7563.02 | *
    |      10M |        - |    46_7340 |    46_7340 |    7563.05 | *
    |      10M |        - |    43_7351 |    43_7351 |    7563.23 | *
    |      10M |        - |    36_7312 |    36_7312 |    7566.63 | *
    |      10M |        - |    36_7297 |    36_7297 |    7566.65 | *
    |      10M |        - |    34_7336 |    34_7336 |    7568.27 | *
    |      10M |        - |    33_7386 |    33_7386 |    7568.49 | *
    |      10M |        - |    31_7396 |    31_7396 |    7581.12 | *
    |      10M |        - |    29_7431 |    29_7431 |    7581.26 | *
    |      10M |        - |    29_7421 |    29_7421 |    7581.28 | *
    |      10M |        - |    17_7328 |    29_7421 |    7606.64 | p-2
    | ILS perturbation level=2                      |    7606.66 | 
    |      10M |        - |    17_7328 |    87_7319 |    7606.66 | p-2
    |      10M |        - |    52_7268 |    52_7268 |    7606.66 | *
    |      10M |        - |    51_7268 |    51_7268 |    7606.66 | *
    |      10M |        - |    51_7268 |    51_7268 |    7606.66 | 
    |      10M |        - |    49_7238 |    49_7238 |    7606.68 | *
    |      10M |        - |    49_7232 |    49_7232 |    7606.75 | *
    |      10M |        - |    45_7212 |    45_7212 |    7606.77 | *
    |      10M |        - |    43_7227 |    43_7227 |    7606.78 | *
    |      10M |        - |    40_7238 |    40_7238 |    7606.93 | *
    |      10M |        - |    32_7384 |    32_7384 |    7607.33 | *
    |      10M |        - |    18_7364 |    18_7364 |    7607.35 | *
    |      10M |        - |    17_7328 |    17_7328 |    7607.74 | *
    |      10M |        - |    17_7328 |    17_7328 |    7627.19 | p-2
    | ILS perturbation level=2                      |    7627.19 | 
    |      10M |        - |    17_7328 |    85_7546 |    7627.19 | p-2
    |      10M |        - |    81_7575 |    81_7575 |    7627.19 | *
    |      10M |        - |    81_7525 |    81_7525 |    7627.21 | *
    |      10M |        - |    81_7520 |    81_7520 |    7627.21 | *
    |      10M |        - |    79_7545 |    79_7545 |    7627.22 | *
    |      10M |        - |    75_7525 |    75_7525 |    7627.22 | *
    |      10M |        - |    71_7507 |    71_7507 |    7627.35 | *
    |      10M |        - |    71_7487 |    71_7487 |    7627.38 | *
    |      10M |        - |    71_7427 |    71_7427 |    7627.39 | *
    |      10M |        - |    67_7422 |    67_7422 |    7628.22 | *
    |      10M |        - |    65_7427 |    65_7427 |    7628.25 | *
    |      10M |        - |    62_7473 |    62_7473 |    7628.71 | *
    |      10M |        - |    56_7533 |    56_7533 |    7629.33 | *
    |      10M |        - |    55_7553 |    55_7553 |    7629.35 | *
    |      10M |        - |    55_7545 |    55_7545 |    7629.66 | *
    |      10M |        - |    52_7540 |    52_7540 |    7630.30 | *
    |      10M |        - |    40_7369 |    40_7369 |    7635.80 | *
    |      10M |        - |    39_7524 |    39_7524 |    7636.33 | *
    |      10M |        - |    38_7524 |    38_7524 |    7637.05 | *
    |      10M |        - |    37_7539 |    37_7539 |    7637.27 | *
    |      10M |        - |    37_7384 |    37_7384 |    7637.63 | *
    |      10M |        - |    35_7320 |    35_7320 |    7637.93 | *
    |      10M |        - |    34_7291 |    34_7291 |    7639.13 | *
    |      10M |        - |    28_7225 |    28_7225 |    7641.73 | *
    |      10M |        - |    26_7245 |    26_7245 |    7642.21 | *
    |      11M |        - |    26_7245 |    26_7245 |    7653.07 | 
    |      11M |        - |    17_7328 |    26_7245 |    7664.88 | p-2
    | ILS perturbation level=2                      |    7664.88 | 
    |      11M |        - |    17_7328 |    64_7489 |    7664.88 | p-2
    |      11M |        - |    64_7483 |    64_7483 |    7664.90 | *
    |      11M |        - |    61_7498 |    61_7498 |    7664.90 | *
    |      11M |        - |    60_7494 |    60_7494 |    7665.05 | *
    |      11M |        - |    59_7495 |    59_7495 |    7665.07 | *
    |      11M |        - |    58_7510 |    58_7510 |    7665.10 | *
    |      11M |        - |    53_7509 |    53_7509 |    7665.12 | *
    |      11M |        - |    52_7484 |    52_7484 |    7665.33 | *
    |      11M |        - |    48_7503 |    48_7503 |    7665.43 | *
    |      11M |        - |    47_7493 |    47_7493 |    7665.77 | *
    |      11M |        - |    44_7514 |    44_7514 |    7665.79 | *
    |      11M |        - |    43_7524 |    43_7524 |    7668.58 | *
    |      11M |        - |    42_7510 |    42_7510 |    7669.76 | *
    |      11M |        - |    17_7328 |    42_7510 |    7699.80 | p-2
    | ILS perturbation level=2                      |    7699.80 | 
    |      11M |        - |    17_7328 |    68_7508 |    7699.80 | p-2
    |      11M |        - |    64_7492 |    64_7492 |    7699.81 | *
    |      11M |        - |    64_7453 |    64_7453 |    7699.83 | *
    |      11M |        - |    63_7473 |    63_7473 |    7700.28 | *
    |      11M |        - |    60_7498 |    60_7498 |    7700.78 | *
    |      11M |        - |    59_7493 |    59_7493 |    7700.88 | *
    |      11M |        - |    56_7503 |    56_7503 |    7700.91 | *
    |      11M |        - |    50_7494 |    50_7494 |    7701.21 | *
    |      11M |        - |    49_7490 |    49_7490 |    7707.12 | *
    |      11M |        - |    49_7475 |    49_7475 |    7707.13 | *
    |      11M |        - |    49_7455 |    49_7455 |    7707.16 | *
    |      11M |        - |    43_7356 |    43_7356 |    7711.29 | *
    |      11M |        - |    40_7376 |    40_7376 |    7711.57 | *
    |      11M |        - |    40_7346 |    40_7346 |    7711.58 | *
    |      11M |        - |    37_7456 |    37_7456 |    7712.03 | *
    |      11M |        - |    37_7271 |    37_7271 |    7712.22 | *
    |      11M |        - |    36_7251 |    36_7251 |    7713.22 | *
    |      11M |        - |    36_7247 |    36_7247 |    7713.25 | *
    |      11M |        - |    36_7233 |    36_7233 |    7713.26 | *
    |      11M |        - |    36_7233 |    36_7233 |    7715.68 | 
    |      11M |        - |    35_7265 |    35_7265 |    7724.68 | *
    |      11M |        - |    34_7295 |    34_7295 |    7725.02 | *
    |      11M |        - |    30_7270 |    30_7270 |    7725.16 | *
    |      11M |        - |    17_7328 |    30_7270 |    7752.49 | p-2
    | ILS perturbation level=2                      |    7752.49 | 
    |      11M |        - |    17_7328 |    66_7516 |    7752.50 | p-2
    |      11M |        - |    64_7521 |    64_7521 |    7752.50 | *
    |      11M |        - |    63_7515 |    63_7515 |    7752.51 | *
    |      11M |        - |    62_7530 |    62_7530 |    7752.57 | *
    |      11M |        - |    56_7521 |    56_7521 |    7752.58 | *
    |      11M |        - |    55_7486 |    55_7486 |    7752.61 | *
    |      11M |        - |    53_7498 |    53_7498 |    7752.68 | *
    |      11M |        - |    50_7509 |    50_7509 |    7752.70 | *
    |      11M |        - |    47_7498 |    47_7498 |    7752.77 | *
    |      11M |        - |    46_7486 |    46_7486 |    7752.80 | *
    |      11M |        - |    42_7510 |    42_7510 |    7754.37 | *
    |      11M |        - |    41_7356 |    41_7356 |    7764.42 | *
    |      11M |        - |    41_7356 |    41_7356 |    7777.22 | 
    |      11M |        - |    38_7375 |    38_7375 |    7782.11 | *
    |      11M |        - |    37_7419 |    37_7419 |    7782.30 | *
    |      11M |        - |    37_7393 |    37_7393 |    7783.08 | *
    |      11M |        - |    36_7279 |    36_7279 |    7791.62 | *
    |      11M |        - |    36_7270 |    36_7270 |    7791.76 | *
    |      11M |        - |    17_7328 |    36_7270 |    7820.68 | p-2
    | ILS perturbation level=2                      |    7820.68 | 
    |      11M |        - |    17_7328 |   111_7591 |    7820.68 | p-2
    |      11M |        - |   110_7591 |   110_7591 |    7820.68 | *
    |      11M |        - |   105_7566 |   105_7566 |    7820.70 | *
    |      11M |        - |    99_7470 |    99_7470 |    7820.70 | *
    |      11M |        - |    90_7460 |    90_7460 |    7820.70 | *
    |      11M |        - |    85_7444 |    85_7444 |    7820.70 | *
    |      11M |        - |    84_7444 |    84_7444 |    7820.71 | *
    |      11M |        - |    84_7439 |    84_7439 |    7820.73 | *
    |      11M |        - |    81_7454 |    81_7454 |    7822.20 | *
    |      11M |        - |    79_7444 |    79_7444 |    7822.25 | *
    |      11M |        - |    78_7433 |    78_7433 |    7822.25 | *
    |      11M |        - |    71_7499 |    71_7499 |    7824.55 | *
    |      11M |        - |    70_7474 |    70_7474 |    7825.81 | *
    |      11M |        - |    67_7469 |    67_7469 |    7825.81 | *
    |      11M |        - |    67_7458 |    67_7458 |    7825.83 | *
    |      11M |        - |    65_7473 |    65_7473 |    7825.84 | *
    |      11M |        - |    59_7418 |    59_7418 |    7826.66 | *
    |      11M |        - |    58_7481 |    58_7481 |    7828.14 | *
    |      11M |        - |    58_7391 |    58_7391 |    7828.38 | *
    |      11M |        - |    55_7399 |    55_7399 |    7832.72 | *
    |      11M |        - |    53_7383 |    53_7383 |    7835.74 | *
    |      11M |        - |    50_7431 |    50_7431 |    7835.79 | *
    |      11M |        - |    50_7431 |    50_7431 |    7843.29 | 
    |      11M |        - |    46_7427 |    46_7427 |    7843.82 | *
    |      11M |        - |    42_7222 |    42_7222 |    7846.08 | *
    |      11M |        - |    40_7343 |    40_7343 |    7849.38 | *
    |      11M |        - |    38_7337 |    38_7337 |    7849.54 | *
    |      11M |        - |    37_7398 |    37_7398 |    7849.71 | *
    |      11M |        - |    34_7383 |    34_7383 |    7849.74 | *
